epoch,loss,val_loss
4,2142.229492,572.8026733
5,2139.507324,569.8616943
6,2136.697021,567.7388916
7,2133.81543,566.3490601
8,2130.882568,565.6112671
9,2127.898193,565.4483643
0,2446.358398,622.9619141
1,2446.904053,623.0979614
2,2446.64209,623.3867188
3,2445.609131,623.8399658
4,2443.887207,624.5033569
5,2441.594971,625.4368286
6,2438.86084,626.7006226
7,2435.814941,628.3390503
8,2432.589355,630.3775024
9,2429.297852,632.8131714
0,2478.746094,620.3998413
1,2477.327881,622.8043213
2,2475.671387,624.6417236
3,2473.776123,625.8942871
4,2471.644043,626.5661621
5,2469.2854,626.680542
6,2466.712646,626.277771
7,2463.946289,625.4124146
8,2461.014648,624.145752
9,2457.945068,622.5472412
0,2417.598633,421.7043457
1,2414.847412,421.7022095
2,2411.30127,422.2840881
3,2407.118164,423.4352112
4,2402.469727,425.144043
5,2397.525391,427.3881226
6,2392.438477,430.1340332
7,2387.347168,433.3297729
8,2382.359131,436.9065857
9,2377.553223,440.7796936
0,2677.453125,479.7046509
1,2677.601318,480.4177856
2,2675.665527,479.3167114
3,2671.782227,476.6036987
4,2666.177002,472.5520935
5,2659.124023,467.4690857
6,2650.925781,461.6774292
7,2641.919189,455.4979553
8,2632.429443,449.2202759
9,2622.76709,443.1088257
0,2408.071045,501.7067261
1,2405.924072,493.636322
2,2403.975342,486.6558533
3,2402.171631,480.7800293
4,2400.446533,475.9554138
5,2398.732666,472.0775757
6,2396.973877,469.0187378
7,2395.115723,466.6377563
8,2393.11499,464.7967834
9,2390.938965,463.3706055
0,2525.11499,761.9075317
1,2523.879395,763.4447021
2,2521.076172,766.7810669
3,2516.990479,771.9500122
4,2511.946289,779.0335083
5,2506.278809,788.1060181
6,2500.303711,799.1768799
7,2494.303467,812.1721191
8,2488.5,826.9248047
9,2483.04834,843.1793213
0,2412.526855,420.6184082
1,2408.024658,427.9490356
2,2403.180908,435.3577271
3,2398.089844,442.546051
4,2392.825684,449.2531738
5,2387.435791,455.2543335
6,2381.955811,460.3775024
7,2376.412109,464.4987183
8,2370.832764,467.5584106
9,2365.252197,469.5408325
0,2377.663818,633.135498
1,2372.684814,636.5875244
2,2367.157227,639.4979858
3,2361.206299,641.8519897
4,2354.95166,643.6229858
5,2348.5,644.8006592
6,2341.964844,645.4192505
7,2335.428467,645.512207
8,2328.955322,645.1189575
9,2322.60498,644.2910767
0,2795.630615,701.3633423
1,2795.353271,697.668396
2,2794.339355,692.9917603
3,2792.668213,687.5753784
4,2790.432129,681.6669922
5,2787.743896,675.5143433
6,2784.718994,669.3287354
7,2781.466797,663.288147
8,2778.080322,657.5393066
9,2774.642822,652.194519
0,2439.359619,577.5409546
1,2429.9021,567.0894165
2,2417.21167,556.2919312
3,2402.197021,545.9423828
4,2385.709961,536.743042
5,2368.526123,529.2756348
6,2351.314697,523.9674683
7,2334.616211,521.0790405
8,2318.846191,520.6881714
9,2304.310303,522.7069702
0,2112.319336,553.7409668
1,2125.232422,557.0657959
2,2132.127197,558.2791138
3,2132.845215,557.4295044
4,2127.76416,555.0127563
5,2117.665527,551.7667236
6,2103.591064,548.5890503
7,2086.723877,546.5140381
8,2068.246338,546.3607788
9,2049.258789,548.6729736
0,3048.598145,454.2294312
1,3039.413818,458.5446167
2,3031.324707,463.8811646
3,3024.239258,469.5787964
4,3017.954834,475.0861206
5,3012.220947,479.9518433
6,3006.783936,483.8330688
7,3001.449219,486.5003052
8,2996.083008,487.8547363
9,2990.598145,487.9031677
0,2267.90625,855.8310547
1,2268.763916,850.7863159
2,2268.618652,843.6590576
3,2267.561035,835.0006714
4,2265.726807,825.3912964
5,2263.281738,815.3795166
6,2260.392822,805.4457397
7,2257.223877,795.9587402
8,2253.918457,787.2183838
9,2250.602295,779.4403076
0,2556.411133,461.6443481
1,2553.501953,458.0894165
2,2550.630127,455.335144
3,2547.834961,453.3286743
4,2545.134521,451.986145
5,2542.515381,451.2037048
6,2539.955566,450.8702698
7,2537.424316,450.8765564
8,2534.883057,451.1245728
9,2532.302734,451.5332947
0,2764.38623,582.6387939
1,2763.558838,583.1720581
2,2760.914307,584.6027222
3,2756.726807,587.15802
4,2751.345703,591.1022949
5,2745.145508,596.6656494
6,2738.509277,603.9883423
7,2731.78418,613.09021
8,2725.249756,623.8655396
9,2719.120605,636.0759888
0,2037.570679,535.7647095
1,2039.411865,538.6351929
2,2039.645142,540.1905518
3,2038.234009,540.3153076
4,2035.269287,539.0765381
5,2030.946533,536.6758423
6,2025.527954,533.3981934
7,2019.306641,529.5715942
8,2012.5896,525.532959
9,2005.661865,521.5914307
0,2215.576904,619.3121338
1,2205.713379,613.7210693
2,2195.549072,609.1357422
3,2185.498291,605.8782959
4,2175.874756,604.1050415
5,2166.911621,603.8199463
6,2158.755615,604.9116211
7,2151.473389,607.1704712
8,2145.057617,610.3167725
9,2139.463135,614.0380859
0,2258.439697,535.4840088
1,2260.821533,535.5549316
2,2261.169678,534.3719482
3,2259.547852,532.2202148
4,2256.181396,529.56604
5,2251.39502,526.9564209
6,2245.572266,524.9320068
7,2239.111572,523.9633789
8,2232.387207,524.3839111
9,2225.731934,526.3565063
0,2366.913574,682.2016602
1,2365.046631,682.3392334
2,2363.193604,682.6967163
3,2361.373535,683.12146
4,2359.58667,683.4669189
5,2357.825928,683.6065674
6,2356.062256,683.4389038
7,2354.263916,682.890625
8,2352.404053,681.9182739
9,2350.465088,680.5135498
0,1910.038696,599.8581543
1,1909.006226,599.3592529
2,1907.490967,598.7420044
3,1905.526123,598.0412598
4,1903.154541,597.3017578
5,1900.425537,596.5714722
6,1897.392212,595.9057617
7,1894.107788,595.3592529
8,1890.628174,594.9824829
9,1887.006592,594.8184204
0,2483.95874,612.2894287
1,2479.695313,609.4990845
2,2473.002197,605.9192505
3,2464.39502,602.2382813
4,2454.388184,599.0904541
5,2443.466797,596.9887085
6,2432.052002,596.2891235
7,2420.499268,597.1738892
8,2409.09082,599.651123
9,2398.043701,603.5703735
0,2586.1521,444.9135132
1,2594.870605,445.1835022
2,2596.861572,442.7253418
3,2592.623047,438.4149475
4,2583.125488,433.5410156
5,2569.612061,429.4986877
6,2553.452148,427.544342
7,2535.987793,428.7745972
8,2518.416992,433.8864136
9,2501.698242,443.0784302
0,2473.945801,731.6784668
1,2471.283936,745.3328857
2,2469.5979,757.6362915
3,2468.435059,767.8451538
4,2467.394043,775.4685669
5,2466.153564,780.2533569
6,2464.478027,782.1558228
7,2462.237793,781.3057861
8,2459.379395,777.9755249
9,2455.91626,772.5302124
0,2500.413574,541.6616821
1,2499.740234,534.5599976
2,2498.758789,527.0756226
3,2497.509766,519.4248047
4,2496.040039,511.8089294
5,2494.397461,504.4000549
6,2492.626953,497.3439331
7,2490.771484,490.7572327
8,2488.862793,484.7227173
9,2486.928223,479.2926636
0,2028.641846,494.1170044
1,2024.12854,490.4677124
2,2018.796143,486.6082458
3,2013.02124,482.8809509
4,2007.139893,479.5610962
5,2001.428101,476.8440552
6,1996.102783,474.8426208
7,1991.302979,473.5878296
8,1987.103882,473.0382385
9,1983.512939,473.0999451
0,2187.762207,372.8504333
1,2189.501709,375.035675
2,2189.963623,376.6052856
3,2189.115723,377.4263916
4,2187.004639,377.4610596
5,2183.738525,376.7505188
6,2179.469482,375.3970337
7,2174.382568,373.5378418
8,2168.673584,371.3318481
9,2162.545898,368.9399414
0,2780.977783,625.9985962
1,2772.668457,618.1607666
2,2761.696289,610.0562744
3,2748.915527,602.9311523
4,2735.152832,597.8260498
5,2721.137939,595.4825439
6,2707.503906,596.3241577
7,2694.743164,600.430542
8,2683.180176,607.5863647
9,2672.987061,617.3287354
0,2328.463623,514.3537598
1,2337.554932,523.7559814
2,2341.037598,528.7518921
3,2339.079346,529.4000244
4,2332.193115,526.1312866
5,2321.13916,519.6295166
6,2306.832031,510.7243042
7,2290.228271,500.2909546
8,2272.298584,489.1802673
9,2253.938477,478.1630249
0,2121.882568,468.6670837
1,2119.200439,465.7931519
2,2118.028076,464.1812134
3,2118.026611,463.5750122
4,2118.814453,463.6864319
5,2120.018555,464.2346802
6,2121.304688,464.969635
7,2122.388916,465.6853638
8,2123.055664,466.2464905
9,2123.169434,466.5794373
0,2209.894775,409.2778625
1,2209.401611,409.440094
2,2208.177979,409.9459534
3,2206.330078,410.8649292
4,2203.988281,412.2709045
5,2201.29248,414.2285156
6,2198.376953,416.7753906
7,2195.364258,419.9147949
8,2192.364014,423.6121521
9,2189.458252,427.7971802
0,2026.366943,367.3181458
1,2026.456787,367.9044189
2,2025.905884,368.3788147
3,2024.717163,368.6860352
4,2022.919678,368.796875
5,2020.5625,368.7052612
6,2017.71167,368.4242249
7,2014.442627,367.9809875
8,2010.843018,367.4126282
9,2007.000366,366.7632751
0,2047.648071,436.1534119
1,2044.406494,433.3449707
2,2040.392822,430.1174927
3,2035.875,426.7848206
4,2031.107788,423.6364136
5,2026.317017,420.9268494
6,2021.689697,418.8312378
7,2017.361328,417.440094
8,2013.420532,416.7875977
9,2009.912354,416.8373413
0,2563.452637,358.1578674
1,2566.82666,359.6053467
2,2566.989014,360.4023743
3,2564.174805,360.6150513
4,2558.788086,360.4642029
5,2551.334717,360.2522888
6,2542.371582,360.2958984
7,2532.44873,360.8875732
8,2522.069092,362.2590332
9,2511.671631,364.5471497
0,2335.477539,351.9501343
1,2320.06665,361.4814758
2,2303.140869,374.4038696
3,2285.810791,391.0024719
4,2269.006836,411.2303772
5,2253.433594,434.7409058
6,2239.52002,460.9602051
7,2227.468994,489.1641541
8,2217.313477,518.4869995
9,2208.945557,547.9419556
0,2337.305664,566.258667
1,2349.908447,571.8737183
2,2354.6604,568.4292603
3,2352.06958,557.124939
4,2343.131348,539.5923462
5,2329.142578,517.677002
6,2311.539063,493.2479858
7,2291.777588,468.1201782
8,2271.230469,443.9244995
9,2251.107178,422.0021362
0,2317.622559,567.1109619
1,2298.51416,549.8135986
2,2281.070557,537.8178711
3,2265.851074,531.3742065
4,2253.165039,530.2786255
5,2243.105957,534.0234985
6,2235.574707,541.7579956
7,2230.307861,552.43396
8,2226.947998,564.9504395
9,2225.082031,578.2642212
0,2575.512695,604.5943604
1,2585.204102,606.4864502
2,2586.993164,600.0712891
3,2581.564453,587.2144775
4,2570.061523,570.508606
5,2553.894043,552.8118286
6,2534.571045,537.0379639
7,2513.567383,525.4854736
8,2492.215576,519.739502
9,2471.633545,520.7081299
0,2251.131348,565.3047485
1,2250.53418,579.8834839
2,2250.928711,597.7649536
3,2251.807129,617.1207886
4,2252.725098,636.437439
5,2253.331543,654.5358276
6,2253.36499,670.5404663
7,2252.647949,683.8671875
8,2251.090088,694.1931152
9,2248.68335,701.4082642
0,2633.677002,420.7315063
1,2628.809326,420.0718689
